id,name,route_code,route_name,lat,long
3728091,آزادراه قم - گرمسار (قم),113201,آزادراه قم - گرمسار,34.7508,51.1023
3727943,شهريار-کرج (هفت جوي),113202,شهريار-کرج (هفت جوي),35.694783,51.045351
3727944,آزادراه تهران - قم (مجتمع ياس),113203,آزادراه تهران - قم (مجتمع ياس),35.519068,51.308319
3727945,آزادراه تهران - ساوه (عوارضي تهران),113204,آزادراه تهران - ساوه (عوارضي تهران),35.642778,51.266111
9000001,,113205,تهران - جاجرود,35.733035,51.663054
3727946,آزادراه تهران - پرديس (عوارضي پرديس),113206,آزادراه تهران - پرديس (عوارضي پرديس),35.745,51.783333
3727947,آزادراه تهران - پرديس (بومهن),113207,آزادراه تهران - پرديس (بومهن),35.732442,51.842189
3727948,آزادراه ساوه - تهران (رباط کريم-تهران),113208,آزادراه ساوه - تهران (رباط کريم-تهران),35.52246,51.081502
3727949,تهران - پاکدشت,113209,تهران - پاکدشت,35.56876,51.55079
3727950,آزادراه تهران - قم (عوارضي تهران),113210,آزادراه تهران - قم (عوارضي تهران),35.5419,51.3538
3727951,چرمشهر - حسن‌آباد,113211,چرمشهر - حسن‌آباد,35.387222,51.285833
3727952,امام زاده داوود - تهران,113212,امام زاده داوود - تهران,35.82517,51.26558
3727953,تهران - لواسانات (طلائيه),113213,تهران - لواسانات (طلائيه),35.77937,51.56252
3727954,تهران - لواسانات (سوهانک),113214,تهران - لواسانات (سوهانک),35.79522,51.5532
3727955,آزادراه تهران - ساوه (پرند),113228,آزادراه تهران - ساوه (پرند),35.467817,51.003087
3727956,جاده قديم تهران - قم (حسن آباد) (متناظر توزين),113229,جاده قديم تهران - قم (حسن آباد) (متناظر توزين),35.402584,51.290267
3727957,"جاده قديم تهران، قم (حسن‌آباد - نعلبندان)",113243,"جاده قديم تهران، قم (حسن‌آباد - نعلبندان)",35.3607,51.17729
3727958,آزادراه تهران- شمال (قطعه اول - محدوده عوارضي تهران),113249,آزادراه تهران- شمال (قطعه اول - محدوده عوارضي تهران),35.767203,51.262549
3727959,آزادراه گرمسار - قم (چرمشهر),113251,آزادراه گرمسار - قم (چرمشهر),35.159082,51.582688
3727960,کرج-شهريار (هفت جوي),113252,کرج-شهريار (هفت جوي),35.694783,51.045351
3727961,آزادراه قم - تهران (مجتمع ياس),113253,آزادراه قم - تهران (مجتمع ياس),35.519068,51.308319
3727962,آزادراه ساوه - تهران (عوارضي تهران),113254,آزادراه ساوه - تهران (عوارضي تهران),35.642778,51.266111
3728030,جاجرود - تهران,113255,جاجرود - تهران,35.733035,51.663054
3727963,آزادراه پرديس - تهران (عوارضي پرديس),113256,آزادراه پرديس - تهران (عوارضي پرديس),35.745,51.783333
3727964,آزادراه پرديس - تهران (بومهن),113257,آزادراه پرديس - تهران (بومهن),35.732442,51.842189
3727965,آزادراه تهران - ساوه (تهران-رباط کريم),113258,آزادراه تهران - ساوه (تهران-رباط کريم),35.52246,51.081502
3727966,پاکدشت - تهران,113259,پاکدشت - تهران,35.56876,51.55079
3727967,آزادراه قم - تهران (عوارضي تهران),113260,آزادراه قم - تهران (عوارضي تهران),35.5419,51.3538
3727968,حسن آباد - چرمشهر,113261,حسن آباد - چرمشهر,35.387222,51.285833
3727969,تهران - امام زاده داوود,113262,تهران - امام زاده داوود,35.82517,51.26558
3727970,لواسانات - تهران (طلائيه),113263,لواسانات - تهران (طلائيه),35.77937,51.56252
3727971,لواسانات - تهران (سوهانک),113264,لواسانات - تهران (سوهانک),35.79522,51.5532
3727972,آزادراه ساوه - تهران (پرند),113278,آزادراه ساوه - تهران (پرند),35.467817,51.003087
3727973,"جاده قديم قم، تهران (نعلبندان - حسن‌آباد)",113293,"جاده قديم قم، تهران (نعلبندان - حسن‌آباد)",35.3607,51.17729
3727974,آزادراه شمال - تهران (قطعه اول - محدوده عواضي تهران),113299,آزادراه شمال - تهران (قطعه اول - محدوده عواضي تهران),35.767203,51.262549
3727975,"اسلامشهر - آزادراه تهران، قم",113302,"اسلامشهر - آزادراه تهران، قم",35.512114,51.25182
3727976,آدران - شهريار,113303,آدران - شهريار,35.528021,51.138318
3727977,آزادراه تهران- شمال (قطعه اول - بعد از تونل 12),113341,آزادراه تهران- شمال (قطعه اول - بعد از تونل 12),35.916474,51.252922
3727978,"آزادراه تهران، قم - اسلامشهر",113352,"آزادراه تهران، قم - اسلامشهر",35.512114,51.25182
3727979,شهريار - آدران,113353,شهريار - آدران,35.528021,51.138318
3727980,آزادراه شمال - تهران (قطعه اول - بعد از تونل 12),113391,آزادراه شمال - تهران (قطعه اول - بعد از تونل 12),35.916474,51.252922
3727981,آبسرد - ايوانکي (آبسرد - دوآب),113401,آبسرد - ايوانکي,35.503818,52.169953
3727982,رودهن - دماوند,113403,رودهن - دماوند,35.712208,51.95571
3727991,دماوند - فيروزکوه (دماوند - آبسرد),113404,دماوند - فيروزکوه,35.67875,52.0486944
3727984,آبعلي - پلور (آبعلي - سه‌راهي مشاء),113408,آبعلي - پلور (آبعلي - سه‌راهي مشاء),35.77305,51.975193
3727985,آبعلي - پلور (سه‌راهي مشاء - امامزاده هاشم),113413,آبعلي - پلور (سه‌راهي مشاء - امامزاده هاشم),35.7731,51.9975
3727986,کمربندي جنوبي رودهن (پرديس - دماوند),113414,کمربندي جنوبي رودهن (پرديس - دماوند),35.7199,51.8992
3727987,فيروزکوه - سمنان (فيروزکوه),113415,فيروزکوه - سمنان,35.77566,52.85637
3727988,فيروزکوه - دماوند (آبسرد - گيلاوند),113416,فيروزکوه - دماوند (آبسرد - گيلاوند),35.661318,52.117445
3727989,دماوند - فيروزکوه (آبسرد - سربندان),113417,دماوند - فيروزکوه (آبسرد - سربندان),35.6398333,52.2472778
3727990,دماوند - فيروزکوه (سربندان - امين‌آباد),113418,دماوند - فيروزکوه (سربندان - امين‌آباد),35.6451667,52.3905556
3727991,دماوند - فيروزکوه (دماوند - آبسرد),113419,دماوند - فيروزکوه (دماوند - آبسرد),35.67875,52.0486944
3727992,رودهن - آبعلي,113424,رودهن - آبعلي,35.745559,51.949646
3727993,جاده مخصوص تهران - کرج (وردآورد),113428,جاده مخصوص تهران - کرج (وردآورد),35.7386614,51.1087636
3727994,ايوانکي - آبسرد (دوآب - آبسرد),113451,ايوانکي - آبسرد,35.503818,52.169953
3727995,دماوند - رودهن,113453,دماوند - رودهن,35.712208,51.95571
3728004,فيروزکوه - دماوند (آبسرد - دماوند),113454,فيروزکوه - دماوند,35.67875,52.0486944
3727997,پلور - آبعلي (سه‌راهي مشاء - آبعلي),113458,پلور - آبعلي (سه‌راهي مشاء - آبعلي),35.77305,51.975193
3727998,پلور - آبعلي (امامزاده هاشم - سه‌راهي مشاء),113463,پلور - آبعلي (امامزاده هاشم - سه‌راهي مشاء),35.7731,51.9975
3727999,کمربندي جنوبي رودهن (دماوند - پرديس),113464,کمربندي جنوبي رودهن (دماوند - پرديس),35.7199,51.8992
3728000,سمنان - فيروزکوه (فيروزکوه),113465,سمنان - فيروزکوه,35.77566,52.85637
3728001,دماوند - فيروزکوه (گيلاوند - آبسرد),113466,دماوند - فيروزکوه (گيلاوند - آبسرد),35.661318,52.117445
3728002,فيروزکوه - دماوند (سربندان - آبسرد),113467,فيروزکوه - دماوند (سربندان - آبسرد),35.6398333,52.2472778
3728003,فيروزکوه - دماوند (امين‌آباد - سربندان),113468,فيروزکوه - دماوند (امين‌آباد - سربندان),35.6451667,52.3905556
3728004,فيروزکوه - دماوند (آبسرد - دماوند),113469,فيروزکوه - دماوند (آبسرد - دماوند),35.67875,52.0486944
3728005,آبعلي - رودهن,113474,آبعلي - رودهن,35.745559,51.949646
3728006,جاده مخصوص کرج - تهران (وردآورد),113478,جاده مخصوص کرج - تهران (وردآورد),35.7386614,51.1087636
3728007,فيروزکوه - گدوک,113501,فيروزکوه - گدوک,35.792818,52.827966
3728008,دماوند - فيروزکوه (سه‌راهي ارجمند - فيروزکوه),113502,دماوند - فيروزکوه (سه‌راهي ارجمند - فيروزکوه),35.7348611,52.6994722
3728009,گدوک - فيروزکوه,113551,گدوک - فيروزکوه,35.792818,52.827966
3728010,فيروزکوه - دماوند (فيروزکوه - سه‌راهي ارجمند),113552,فيروزکوه - دماوند (فيروزکوه - سه‌راهي ارجمند),35.7348611,52.6994722
3728011,رباط‌کريم - حسن‌آباد (وهن آباد - جاده قديم قم),113601,رباط‌کريم - حسن‌آباد (وهن آباد - جاده قديم قم),35.404944,51.255689
3728012,"آزادراه تهران، قم - فرودگاه امام خميني",113603,"آزادراه تهران، قم - فرودگاه امام خميني",35.400174,51.187047
3728013,آزادراه تهران - قم (بين فرودگاه و حسن آباد),113604,آزادراه تهران - قم (بين فرودگاه و حسن آباد),35.399549,51.202347
3728014,عوارضي آزادراه قم - تهران (بهشت زهرا)(مجموع گيت ها),113612,عوارضي آزادراه قم - تهران (بهشت زهرا)(مجموع گيت ها),35.5403,51.3517
3728015,حسن‌آباد - رباط‌کريم (جاده قديم قم - وهن آباد),113651,حسن‌آباد - رباط‌کريم (جاده قديم قم - وهن آباد),35.404944,51.255689
3728016,"فرودگاه امام خميني - آزادراه قم، تهران",113653,"فرودگاه امام خميني - آزادراه قم، تهران",35.399151,51.186704
3728017,آزادراه قم - تهران (بين فرودگاه و حسن آباد),113654,آزادراه قم - تهران (بين فرودگاه و حسن آباد),35.399549,51.202347
3728018,جاده دسترسي احمدآباد مستوفي(آزادگان - اسلامشهر),113701,جاده دسترسي احمدآباد مستوفي(آزادگان - اسلامشهر),35.61277,51.24223
3728019,جاده دسترسي احمدآباد مستوفي(اسلامشهر - آزادگان),113751,جاده دسترسي احمدآباد مستوفي(اسلامشهر - آزادگان),35.61277,51.24223
3728020,لواسانات - فشم,113801,لواسانات - فشم,35.838941,51.562647
3728021,فشم - ميگون,113802,فشم - ميگون,35.93417,51.52171
9000002,,113803,شمشک - ميگون,35.93417,51.52171
9000003,,113804,شمشک - ديزين,36.0585361,51.4053726
3728022,تهران - لواسانات (تلو),113805,تهران - لواسانات (تلو),35.7645961,51.6258251
3728023,عوارضي آزادراه تهران- پرديس (فاز8 ) (مجموع گيت ها),113810,عوارضي آزادراه تهران- پرديس (فاز8 ) (مجموع گيت ها),35.746617,51.755488
3728024,تهران - جاجرود (متناظر توزين),113813,تهران - جاجرود (متناظر توزين),35.733035,51.663054
3728025,جاجرود - لتيان,113815,جاجرود - لتيان,35.769057,51.692058
3728026,فشم - لواسانات,113851,فشم - لواسانات,35.838941,51.562647
3728027,ميگون - فشم,113852,ميگون - فشم,35.93417,51.52171
9000004,,113853,ميگون - شمشک,35.93417,51.52171
9000005,,113854,ديزين - شمشک,36.0585361,51.4053726
3728028,لواسانات - تهران (تلو),113855,لواسانات - تهران (تلو),35.7645961,51.6258251
3728029,عوارضي آزادراه پرديس- تهران (فاز11) (مجموع گيت ها),113860,عوارضي آزادراه پرديس- تهران (فاز11) (مجموع گيت ها),35.746617,51.755488
3728030,جاجرود - تهران,113863,جاجرود - تهران,35.733035,51.663054
3728031,لتيان - جاجرود,113865,لتيان - جاجرود,35.769057,51.692058
3728032,تهران - شهريار (باغستان),113903,تهران - شهريار (باغستان),35.6961,51.1426
3728033,تهران - شهريار (شهر قدس),113904,تهران - شهريار (شهر قدس),35.6435,51.1569
3728034,ملارد - صفادشت,113909,ملارد - صفادشت,35.673694,50.923473
3728035,شهريار(بلوار وليعصر) - ملارد,113913,شهريار(بلوار وليعصر) - ملارد,35.649463,50.994474
3728036,شهريار - تهران (باغستان),113953,شهريار - تهران (باغستان),35.6961,51.1426
3728037,شهريار - تهران (شهر قدس),113954,شهريار - تهران (شهر قدس),35.6435,51.1569
3728038,صفادشت - ملارد,113959,صفادشت - ملارد,35.673694,50.923473
3728039,ملارد - شهريار(بلوار وليعصر),113963,ملارد - شهريار(بلوار وليعصر),35.649463,50.994474
3728040,تهران - حسن آباد (جاده قديم قم),114101,تهران - حسن آباد (جاده قديم قم),35.390723,51.277473
3728041,جاده قديم تهران - ساوه (رباط‌کريم - پرند),114102,جاده قديم تهران - ساوه (رباط‌کريم - پرند),35.469861,51.064772
3728042,رباط کريم - شهريار,114103,رباط کريم - شهريار,35.595633,51.037197
3728043,عوارضي آزادراه ساوه - تهران (تهران)(مجموع گيت ها),114110,عوارضي آزادراه ساوه - تهران (تهران)(مجموع گيت ها),35.62425,51.23491
9000006,,114117,عوارضي آزادراه ساوه - تهران (پرند)(مجموع گيت ها),35.46919613,51.01268919
3728044,حسن آباد - تهران (جاده قديم قم),114151,حسن آباد - تهران (جاده قديم قم),35.390723,51.277473
3728045,جاده قديم ساوه - تهران (پرند - رباط‌کريم),114152,جاده قديم ساوه - تهران (پرند - رباط‌کريم),35.469861,51.064772
3728046,شهريار - رباط کريم,114153,شهريار - رباط کريم,35.595633,51.037197
3728047,عوارضي آزادراه تهران - ساوه (تهران)(مجموع گيت ها),114160,عوارضي آزادراه تهران - ساوه (تهران)(مجموع گيت ها),35.62425,51.23491
9000007,,114167,عوارضي آزادراه تهران - ساوه (پرند)(مجموع گيت ها),35.46919613,51.01268919
3728048,تهران - وردآورد (همت),114206,تهران - وردآورد (همت),35.7613,51.161
3728049,وردآورد - تهران (همت),114256,وردآورد - تهران (همت),35.7613,51.161
3728050,کمربندي دوم تهران (جاده ورامين - شورآباد),114301,کمربندي دوم تهران (جاده ورامين - شورآباد),35.5145,51.4729
3728051,ري - قرچک,114302,ري - قرچک,35.5276,51.4976
3728052,ورامين - چرمشهر,114304,ورامين - چرمشهر,35.21527,51.57055
3728053,آزادراه چرمشهر - آبيک (چرمشهر),114307,آزادراه چرمشهر - آبيک (چرمشهر),35.148863,51.486308
3728054,آزادراه چرمشهر - آبيک (تقاطع آزادراه تهران - ساوه),114308,آزادراه چرمشهر - آبيک (تقاطع آزادراه تهران - ساوه),35.410807,50.887236
3728055,آزادراه چرمشهر - آبيک (تقاطع اخترآباد),114309,آزادراه چرمشهر - آبيک (تقاطع اخترآباد),35.545084,50.761813
3728056,کمربندي دوم تهران (شورآباد - جاده ورامين),114351,کمربندي دوم تهران (شورآباد - جاده ورامين),35.5145,51.4729
3728057,قرچک - ري,114352,قرچک - ري,35.5276,51.4976
3728058,چرمشهر - ورامين,114354,چرمشهر - ورامين,35.21527,51.57055
3728059,آزادراه آبيک -چرمشهر (چرمشهر),114357,آزادراه آبيک -چرمشهر (چرمشهر),35.148863,51.486308
3728060,آزادراه آبيک - چرمشهر (تقاطع آزادراه تهران - ساوه),114358,آزادراه آبيک - چرمشهر (تقاطع آزادراه تهران - ساوه),35.410807,50.887236
3728061,آزادراه آبيک - چرمشهر(تقاطع اخترآباد),114359,آزادراه آبيک - چرمشهر(تقاطع اخترآباد),35.545084,50.761813
3728062,پاکدشت - شريف آباد,114401,پاکدشت - شريف آباد,35.4461,51.7412
3728063,شريف آباد - گرمسار,114413,شريف آباد - گرمسار,35.38305,51.88611
3728064,پيشوا - شريف‌آباد,114418,پيشوا - شريف‌آباد,35.357649,51.788245
3728065,شريف آباد - پاکدشت,114451,شريف آباد - پاکدشت,35.4461,51.7412
3728066,گرمسار - شريف آباد,114463,گرمسار - شريف آباد,35.38083,51.90511
3728067,شريف‌آباد - پيشوا,114468,شريف‌آباد - پيشوا,35.357649,51.788245
3728068,آزادراه تهران - کرج (عوارضي قديم),114501,آزادراه تهران - کرج (عوارضي قديم),35.7172,51.2364
3728069,آزادراه کرج - تهران (عوارضي قديم),114551,آزادراه کرج - تهران (عوارضي قديم),35.7172,51.2364
9000008,,114552,آزادراه کرج - آزادگان (عوارضي),35.83650361,50.90987029
3728070,کهک - بيدهند,141414,کهک - بيدهند,34.325787,50.823128
3728071,قم-تاج خاتون,141415,قم-تاج خاتون,34.55329,50.50257
3728072,سلفچگان-قاهان,141416,سلفچگان-قاهان,34.74563,50.37883
3728073,کهک - کمربندي وليعصر,141417,کهک - کمربندي وليعصر,34.37708,50.85762
3728074,بيدهند-کهک,141464,بيدهند-کهک,34.325787,50.823128
3728075,تاج خاتون-قم,141465,تاج خاتون-قم,34.55329,50.50257
3728076,قاهان-سلفچگان,141466,قاهان-سلفچگان,34.74563,50.37883
3728077,کمربندي وليعصر - کهک,141467,کمربندي وليعصر - کهک,34.37708,50.85762
3728078,جاده قديم قم - کاشان (سه‌راه لنگرود - تقاطع آزادراه),143101,جاده قديم قم - کاشان (سه‌راه لنگرود - تقاطع آزادراه),34.504994,51.022053
3728079,جاده قديم قم - تهران (قم - شکوهيه),143102,جاده قديم قم - تهران,34.7745,50.8556
3728135,جاده قديم ساوه - سلفچگان (سلفچگان),143103,جاده قديم ساوه - سلفچگان,34.482696,50.47073
3728081,سلفچگان - دليجان (سلفچگان),143104,سلفچگان - دليجان,34.471,50.4632
3728082,قم - سلفچگان (قم),143105,قم - سلفچگان,34.5941,50.7861
3728083,آزادراه قم - تهران (نعلبندان),143107,آزادراه قم - تهران (نعلبندان),35.189803,51.005539
3728084,آزادراه قم - کاشان (تقاطع جاده قديم - مشکات),143108,آزادراه قم - کاشان (تقاطع جاده قديم - مشکات),34.456843,51.097955
3728085,آزادراه سلفچگان - ساوه (سلفچگان - جاده تفرش),143109,آزادراه سلفچگان - ساوه (سلفچگان - جاده تفرش),34.5332,50.4378
3728086,سلفچگان - راهجرد (سلفچگان),143110,سلفچگان - راهجرد,34.460473,50.436189
3728087,قم - قنوات,143111,قم - قنوات,34.613511,50.987655
3728088,سه راه لنگرود - کهک,143112,سه راه لنگرود - کهک,34.5251,50.9737
3728089,پرديسان - ورجان,143113,پرديسان - ورجان,34.5351,50.854
3728090,قم - نيزار,143114,قم - نيزار,34.463396,50.676977
3728091,آزادراه قم - گرمسار (قم),143115,آزادراه قم - گرمسار (قم),34.7508,51.1023
3728092,آزادراه قم - کاشان (قم - تقاطع جاده قديم),143116,آزادراه قم - کاشان (قم - تقاطع جاده قديم),34.494,51.036
3728093,آزادراه تهران - قم (رستوران مهتاب),143117,آزادراه تهران - قم (رستوران مهتاب),34.866481,50.85435
3728082,قم - سلفچگان (قم),143118,قم - سلفچگان,34.5941,50.7861
9000009,,143119,جمکران - پل جاده کاشان,34.59512398,50.92374114
9000010,,143120,جمکران - بلوار پيامبر اعظم,34.5987548,50.90469
3728095,فوجرد - تفرش (مرز استان),143122,فوجرد - تفرش (مرز استان),34.58924,50.12601
3728096,کمربندي قم (قم - کاشان),143123,کمربندي قم (قم - کاشان),34.6189278,50.920275
3728097,کمربندي قم (قم - اراک),143124,کمربندي قم (قم - اراک),34.6551,50.8282
9000011,,143125,سلفچگان - راهجرد (انتهاي حوزه),34.381054,50.367409
3728098,آزادراه سلفچگان - ساوه (سه‌راه تفرش - آوه),143129,آزادراه سلفچگان - ساوه (سه‌راه تفرش - آوه),34.6883333,50.4116667
3728099,سلفچگان - دليجان (مجتمع دلفين),143130,سلفچگان - دليجان (مجتمع دلفين),34.24123,50.54698
3728100,جاده قديم قم - تهران (شکوهيه - علي‌آباد),143131,جاده قديم قم - تهران (شکوهيه - علي‌آباد),35.0513889,50.8708333
3728101,جاده قديم سلفچگان - ساوه (سه‌راه تفرش - آوه),143132,جاده قديم سلفچگان - ساوه (سه‌راه تفرش - آوه),34.5988889,50.4113889
3728102,آزادراه قم - تهران (علي‌آباد),143133,آزادراه قم - تهران (علي‌آباد),34.912726,50.857354
3728103,قم - جعفريه,143134,قم - جعفريه,34.730378,50.654098
3728104,جاده قديم قم - کاشان (تقاطع آزادراه - سن سن),143135,جاده قديم قم - کاشان (تقاطع آزادراه - سن سن),34.404143,51.200912
3728105,جاده قديم سلفچگان - ساوه (سلفچگان),143136,جاده قديم سلفچگان - ساوه (سلفچگان),34.482696,50.47073
3728106,آزادراه قم - گرمسار (عوارضي قم - چرمشهر),143137,آزادراه قم - گرمسار (عوارضي قم - چرمشهر),34.904196,51.238229
3728142,قم - نيزار (کارخانه سيمان),143138,قم - نيزار (کارخانه سيمان),34.35363,50.54622
3728107,جاده قديم کاشان - قم (تقاطع آزادراه - سه‌راه لنگرود),143151,جاده قديم کاشان - قم (تقاطع آزادراه - سه‌راه لنگرود),34.504994,51.022053
3728108,جاده قديم تهران - قم (شکوهيه - قم),143152,جاده قديم تهران - قم (شکوهيه - قم),34.7745,50.8556
3728109,جاده قديم سلفچگان - ساوه (سلفچگان - سه‌راه تفرش),143153,جاده قديم سلفچگان - ساوه (سلفچگان - سه‌راه تفرش),34.5428,50.4638
3728110,دليجان - سلفچگان (سلفچگان),143154,دليجان - سلفچگان,34.471,50.4632
3728111,سلفچگان - قم (قم),143155,سلفچگان - قم,34.5941,50.7861
3728112,آزادراه تهران - قم (نعلبندان),143157,آزادراه تهران - قم (نعلبندان),35.189803,51.005539
3728114,آزادراه ساوه - سلفچگان (سه‌راه تفرش - سلفچگان),143159,آزادراه ساوه - سلفچگان (سه‌راه تفرش - سلفچگان),34.5332,50.4378
3728115,راهجرد - سلفچگان (سلفچگان),143160,راهجرد - سلفچگان,34.460473,50.436189
3728116,قنوات - قم,143161,قنوات - قم,34.613511,50.987655
3728117,کهک - سه راه لنگرود,143162,کهک - سه راه لنگرود,34.5251,50.9737
3728118,ورجان - پرديسان,143163,ورجان - پرديسان,34.5351,50.854
3728119,نيزار - قم,143164,نيزار - قم,34.463396,50.676977
3728120,آزادراه گرمسار - قم (قم),143165,آزادراه گرمسار - قم (قم),34.7508,51.1023
3728121,آزادراه کاشان - قم (تقاطع جاده قديم - قم),143166,آزادراه کاشان - قم (تقاطع جاده قديم - قم),34.494,51.036
3728122,آزادراه قم - تهران (رستوران مهتاب),143167,آزادراه قم - تهران (رستوران مهتاب),34.866481,50.85435
3728111,سلفچگان - قم (قم),143168,سلفچگان - قم,34.5941,50.7861
9000012,,143169,پل جاده کاشان - جمکران,34.59512398,50.92374114
9000013,,143170,قم - جمکران (بلوار پيامبر اعظم),34.59885015,50.90470455
3728124,تفرش - فوجرد (مرز استان),143172,تفرش - فوجرد (مرز استان),34.58924,50.12601
3728125,کمربندي قم (کاشان - قم),143173,کمربندي قم (کاشان - قم),34.6189278,50.920275
3728126,کمربندي قم (اراک - قم),143174,کمربندي قم (اراک - قم),34.6551,50.8282
3728115,راهجرد - سلفچگان (سلفچگان),143175,راهجرد - سلفچگان,34.460473,50.436189
3728128,آزادراه ساوه - سلفچگان (آوه - سه‌راه تفرش),143179,آزادراه ساوه - سلفچگان (آوه - سه‌راه تفرش),34.6883333,50.4116667
3728129,دليجان - سلفچگان (مجتمع دلفين),143180,دليجان - سلفچگان (مجتمع دلفين),34.24123,50.54698
3728130,جاده قديم تهران - قم (علي‌آباد - شکوهيه),143181,جاده قديم تهران - قم (علي‌آباد - شکوهيه),35.0513889,50.8708333
3728131,جاده قديم ساوه - سلفچگان (آوه - سه‌راه تفرش),143182,جاده قديم ساوه - سلفچگان (آوه - سه‌راه تفرش),34.5988889,50.4113889
3728132,آزادراه تهران - قم (علي‌آباد),143183,آزادراه تهران - قم (علي‌آباد),34.912726,50.857354
3728133,جعفريه - قم,143184,جعفريه - قم,34.730378,50.654098
3728134,جاده قديم کاشان - قم (سن سن - تقاطع آزادراه),143185,جاده قديم کاشان - قم (سن سن - تقاطع آزادراه),34.404143,51.200912
3728135,جاده قديم ساوه - سلفچگان (سلفچگان),143186,جاده قديم ساوه - سلفچگان (سلفچگان),34.482696,50.47073
3728120,آزادراه گرمسار - قم (قم),143187,آزادراه گرمسار - قم,34.7508,51.1023
3728119,نيزار - قم,143188,نيزار - قم,34.463396,50.676977
9000014,,143201,قم - جمکران (بلوار انتظار),34.5989315,50.9046417
3728137,عوارضي قم - کاشان,143202,عوارضي قم- کاشان,34.671587,50.912254
3728138,سلفچگان - دستجرد,143203,سلفچگان - دستجرد,34.565141,50.357088
9000015,,143211,قم - سلفچگان (دوربين پردازش تصوير),34.5941,50.7861
3728139,قم رود - کوه سفيد,143212,قم رود - کوه سفيد,34.694079,50.929748
9000016,,143213,آزادراه تهران - قم (گيت1 عوارضي قم),34.6857045,50.89030111
9000017,,143214,آزادراه تهران - قم (گيت2 عوارضي قم),34.6857045,50.89030111
9000018,,143215,آزادراه تهران - قم (گيت3 عوارضي قم),34.6857045,50.89030111
9000019,,143216,آزادراه تهران - قم (گيت4 عوارضي قم),34.6857045,50.89030111
9000020,,143217,آزادراه تهران - قم (گيت5 عوارضي قم),34.6857045,50.89030111
9000021,,143218,آزادراه تهران - قم (گيت6 عوارضي قم),34.6857045,50.89030111
9000022,,143219,آزادراه تهران - قم (گيت7 عوارضي قم),34.6857045,50.89030111
9000023,,143220,آزادراه تهران - قم (مجموع گيت هاي عوارضي قم),34.6857045,50.89030111
9000024,,143221,آزادراه تهران- قم (گيت8 عوارضي قم),34.6857045,50.89030111
3728141,جاده قديم کاشان - قم (متناظر توزين),143223,جاده قديم کاشان - قم (متناظر توزين),34.530882,50.97846
3728142,قم - نيزار (کارخانه سيمان),143225,قم - نيزار (کارخانه سيمان),34.35363,50.54622
9000025,,143251,جمکران - قم (بلوار انتظار),34.5989315,50.9046417
3728143,کاشان - عوارضي قم,143252,کاشان- عوارضي قم,34.671587,50.912254
3728144,دستجرد - سلفچگان,143253,دستجرد- سلفچگان,34.565141,50.357088
3728145,کوه سفيد - قم رود,143262,کوه سفيد - قم رود,34.694079,50.929748
3728146,نيزار - قم (کارخانه سيمان),143275,نيزار - قم (کارخانه سيمان),34.35363,50.54622
9000026,,143301,جمکران - کوه خضر (خيابان ظهور),34.5763023,50.8986443
3728147,کمربندی قم (قم - کاشان) (متناظر سامانه ثبت تخلف),143302,کمربندی قم (قم - کاشان) (متناظر سامانه ثبت تخلف),34.666008,50.907619
9000027,,143351,کوه خضر - جمکران (خيابان ظهور),34.5763023,50.8986443
3728148,کمربندی قم (کاشان - قم) (متناظر سامانه ثبت تخلف),143352,کمربندی قم (کاشان - قم) (متناظر سامانه ثبت تخلف),34.666008,50.967619
3728149,قم - جعفريه (دوربين),149905,قم - جعفريه (دوربين),34.702247,50.76135
3728150,جعفريه - قم (دوربين),149955,جعفريه - قم (دوربين),34.702247,50.76135
3728151,جاده قديم قزوين - رشت (کوهين - لوشان),153101,جاده قديم قزوين - رشت (کوهين - لوشان),36.37844,49.63268
3728152,جاده قديم قزوين - کرج (قزوين - آبيک),153103,جاده قديم قزوين - کرج (قزوين - آبيک),36.0568,50.490222
3728153,آزادراه قزوين - زنجان (تاکستان - مرز استان),153104,آزادراه قزوين - زنجان (تاکستان - مرز استان),36.050436,49.590256
3728154,آزادراه قزوين - رشت (قزوين - محمودآباد),153105,آزادراه قزوين - رشت (قزوين - محمودآباد),36.3042,49.89113
3728155,آزادراه قزوين - رشت (محمودآباد - کوهين),153106,آزادراه قزوين - رشت (محمودآباد - کوهين),36.34214,49.70633
3728156,آزادراه قزوين - رشت (کوهين - مرز استان),153107,آزادراه قزوين - رشت (کوهين - مرز استان),36.403318,49.500439
3728157,آزادراه قزوين - کرج (عوارضي 2 قزوين),153110,آزادراه قزوين - کرج (عوارضي 2 قزوين),36.241404,50.151383
3728158,آزادراه قزوين - کرج (آبيک),153111,آزادراه قزوين - کرج (آبيک),36.073435,50.474117
3728159,آزادراه قزوين - زنجان (اقباليه),153112,آزادراه قزوين - زنجان (اقباليه),36.23419,49.90283
3728160,آزادراه قزوين - زنجان (تاکستان),153113,آزادراه قزوين - زنجان (تاکستان),36.106241,49.725233
3728161,آزادراه قزوين - کرج (3کيلومتر مانده به عوارضي 1 قزوين),153114,آزادراه قزوين - کرج (3کيلومتر مانده به عوارضي 1 قزوين),36.26195,50.08537
3728162,جاده قديم قزوين - کرج (بيدستان),153115,جاده قديم قزوين - کرج (بيدستان),36.230545,50.108038
3728163,آزادراه قزوين - زنجان (کنارگذر قزوين),153122,آزادراه قزوين - زنجان (کنارگذر قزوين),36.325704,50.010816
